ratings,title,content,company,review_website
2,,"Beware this app syncs your shopify constantly so don't make any changes on shopify everything will be deleted or changed. Frankly change that and find a solution to automate orders on bigbuy and I put 5 stars. Excuse my rage I just lost 20 hours of work because of your sh""*** synchronization.",Syncee,Shopify
4,,"Excellent customer service, very clear in giving instructions. As for the app, it takes a while to navigate and get used to. You have to apply as a reseller for each supplier for the same category and not all suppliers can do auto-fulfillment but for those, the app can help ease the process.",Syncee,Shopify
5,,"I really like how this app makes it easy to find and load products into my store. Imra helped me today and was amazing! Definitely five stars for customer service; however, the app is very slow!",Syncee,Shopify
5,,Great and amazing support team who is competent. Very friendly and the APP does what it say. Again great service.,Syncee,Shopify
5,,Syncee's Datafeed manager tool is an essential bridge in our ecommerce stack. It is intuitive to learn and highly adaptable to various feed needs. Syncee's helpful and responsive support team made our configuration easy. Thanks Syncee team!,Syncee,Shopify
5,,I used this app to restore my store products after a huge crash.The app was working perfectly and the support team is great too!,Syncee,Shopify
5,,"The Syncee - Global Dropshipping app and the team behind it are just great. They were really helpful and very kind.Professional product, professional support.",Syncee,Shopify
5,,"This app helped me build my store! It has a range of suppliers amazing to work with. Customer service is Awesome! Don't hesitate to use Syncee, it's an app worth to explore and work with.",Syncee,Shopify
5,,The perfect app that I recommend. Easy to use and there are many items and suppliers. Good and friendly support.,Syncee,Shopify
5,,"The chat was great, thank you. quick and easy resolution and friendly customer service team. I appreciate the ease of use.",Syncee,Shopify
5,,I used this app for xml importing products. Their team is so helpful thanks to Richard for his help!,Syncee,Shopify
5,,Fast and excellent technical support. I had a problem uploading products from my alibaba account to my syncee account and the help was greatThank you so much for support me,Syncee,Shopify
5,,I love this app. It is so easy to use and has so many products. You can download an entire catalogue in seconds and change the price of everything or separate categories with ease and again within seconds. I have tired other drop shippers and believe me when I say this is the best one.,Syncee,Shopify
5,,il m'a apporté très rapidement des solutions à ma demande quand je les ai contacté pour avoir l'aide,Syncee,Shopify
5,,So far so good ! I like to be able to get help when I need it. The chat feature is my bestfriend! I give this app five stars easy to use and convenient !,Syncee,Shopify
5,,"Great app and service so far, support is there from 8-5 M-F and tries to help when you have an issue.",Syncee,Shopify
5,,"Amazing app easy to use and straightforward I'll recommend it to anyone that wants to automate their inventory syncing. It took a load off my shoulder. Just check with the supplier first to get their approval and you're good to go. Their customer service is top notch, Zsolt has helped me anytime I requested. Keep up with the good work guys",Syncee,Shopify
1,,Free... uhu for 25 products oke to pay some but not 80 bucks a month. Other apps are like 10-20 bucks a month,Syncee,Shopify
5,,"Professional team. Great support Thanks Peter, Richard, you are the best. Fantastic App great job!!!!Thanks for solving my problem Melinda.",Syncee,Shopify
5,,Syncee is the best app I've ever tried regarding the integration and syncing of products from suppliers to our store. The customer service is excellent. I strongly recommend Syncee to dropshippers.,Syncee,Shopify
5,,"The customer service is always excellent, they have many options like changing the variants' names in the actual app before uploading them to your site. Honestly my favorite dropshipping app!",Syncee,Shopify
5,,"They were very helpful, I needed help with product exporting. As soon as I saw the chatbox for assistance, I was assisted within a min of logging in.",Syncee,Shopify
1,,some suppliers sell shit but they are intermediaries for aliexpress products and they make margin on it.,Syncee,Shopify
5,,Thanks to help support for catalog configuration. I am a French seller and we have managed to understand each other. The work is fantastic. thanks to the person who helped me I will be able to make a lot more sales quickly. thanks again,Syncee,Shopify
4,,"I just started using Syncee and I may update this review in a while after I have worked with the app a little more. That's why I gave 4 out of 5*. From what I have experienced so far it works great, is intuitive and the customer service / support is awesome.",Syncee,Shopify
5,,"This is the best dropshipping app I've used. A broad range of features, variety of suppliers, thoughtful design, and friendly, highly supportive team. I strongly recommend it.",Syncee,Shopify
5,,"Really good app. Customer Service is great. I can see that the interface is a working progress, but the selection of products is great.",Syncee,Shopify
1,,"this company is dangerous, dont take theier app.... 50% from the companys inside tha app are fakes..... i make a shop with lookepic.co this is a fake company and i lost money... they from syncee dont pay me my money back... so i went to the police yesterday",Syncee,Shopify
5,,"very good app, complete product descriptions in multiple langages, multiple product images, price sync with the suppliers, well done",Syncee,Shopify
5,,"Just started using the app, I really like the simplicity of using it, quick product transfer to the store, easy set up and helpful customer service and good amount of products to choose from. The only small criticism is that some of the products had a link to supplier website in the product description, which isn't good for my customer to see, so be ware and check the product description. Otherwise very happy with the app!",Syncee,Shopify
5,,"I'm very happy with syncee app, It's very easy to find products and import into my shopify store, 500 products for the basic marketplace plan it's ok to get started, the next plan for 10.000 products it's a bit expensive, I think there should be a cheaper plan for 5.000 products instead of jumping directly to 10.00 products next plan.",Syncee,Shopify
5,,I have just installed this app and it is great. The MarketPlace and Alibaba integrations are just superb! I am sure this will change the whole game of my dropshipping business. Kudos to Syncee! I just love the number of dropshipping stores they have! Plenty of stuff to choose from and great quality.,Syncee,Shopify
5,,I'm a beginner with this app but it seems at first glance that it can fully satisfy my needs. The customer support is top and answers me promptly helping me with all my questions.,Syncee,Shopify
5,,"it's a great app. the best I've tried to date.the customer service is exceptional, they were very fast, they solved my problems and they were very kind.TIP TOP!",Syncee,Shopify
5,,"Just started using the product have had support when needed quick easy and fast, Great work guys !!!",Syncee,Shopify
5,,"This is the best app we have used in the integration and syncing of products from suppliers to our online store in terms of price, wide array of products and suppliers in their own marketplace, option of a Data Feed Manager outside of the marketplace, ease of use, and superb tech support.",Syncee,Shopify
5,,"Zsolt enabled me to see the products from my catalog in Syncee on my shop the way I wanted them to appear by listening to and clarifying my issue so that he could resolve it and then explained how he did so, which helped to educate me in becoming better at using Syncee. Being a merchant I know how good it feels to be able to connect with my customers and help them resolve any issues they may have. So I'm more than happy to give positive reviews! Thank you, Zsolt! Barbara/Sentient Beauty Vegan Cosmetics and Holistic Living",Syncee,Shopify
3,,"Heaps of suppliers and great items, however we couldn't get the shipping to work so have deleted it now, for anyone who can work that out its worth a look, plus the customer service team respond v.quickly",Syncee,Shopify
5,,"This app has a lot of great potentials. I was really starting to use it, and so far, it's been great. My only issue is the prices can be more competitive.",Syncee,Shopify
5,,"The best support and app for your datafeed. Also it provides various suppliers ,the best app for dropshipping store.",Syncee,Shopify
5,,An great tool to imported and automatically update your inventory. The support team is very helpful even on the free plan. Thanks guys!,Syncee,Shopify
4,,I would like more training on how to use the app. But customer service was Great! I love the Syncee Vendors,Syncee,Shopify
5,,Syncee has a really great selection of products and very good customer service if you ever need it.,Syncee,Shopify
5,,Great App! Love the search filters and walk-throughs during set-up. Also has knowledgeable customer service.,Syncee,Shopify
5,,I love this application. This makes inventory so much better and saves me so much time. The support team is very helpful when you have a problem. They are quick to respond and they have made my inventory management so much easier!! Try this out!,Syncee,Shopify
5,,"I signed up for the Marketplace starter's plan to look for suppliers and products. I was able to find specific products, create a catalog and complete a transaction in the ""manage order"" section with the help of Syncee support! Very happy with their customer service and glad I signed up!",Syncee,Shopify
5,,She was wonderful really helpful great service awesome thanks .Good to know where I can get items on,Syncee,Shopify
5,,I'm just now getting started so not sure yet but so far people saw amazingly nice in here I am trying to find a great suppliers in hope for the best I will write more if it gets what I need so far so good,Syncee,Shopify
5,,Definitely recommend this app. The support the team provides for newbies like me is simply amazing. Cheers Peeps!!,Syncee,Shopify
5,,Easy to use app and the support is really willing to help you set up the app.I recommend it totally.,Syncee,Shopify
5,,Great Help from customer service. They helped through the whole process setting up the feed manager.,Syncee,Shopify
1,,"I WOULD NOT RECOMMEND SYNCEE. Don’t make the same mistakes I did. Though the app started out well with only a few issues the first month where there were items uploaded with no pictures or items discontinued for months, according to the supplier when i contacted them, yet they still uploaded them to my website and I had to delete them. I ended up having to cancel due to repeated issues regarding the inventory updates. I had to cancel 4 orders in less than a month directly related to the app not updating the inventory for my suppliers and showing hundreds in stock when in fact there was none. The support team said it was the supplier and the supplier said it was Syncee. Needless to say when I had to cancel 2 orders in 24 hrs for the same issue, I cancelled my subscription 2.5 wks early and deleted the app, cutting my losses for the rest of that month paid. Now, 5 days before that month ended they charged me another $129.00 for yet another month even though I had cancelled over 2 wks early. Now i am having to go back and forth with them to get the money refunded. After just over a week they still have not. UPDATE - The people at Syncee are not willing to refund any portion of the month paid stating that the issues were with the supplier and not them. Issues that if they knew they had they should have fixed before uploading to any of our websites. These errors cost me 4 sales totally almost $1000.00 but apparently its my problem and not theirs. I guess as long as they keep the $129.00 they could care less how much I lost. Though the app seemed like a great thing to have and worth the money at first, if you start having issues, even if it cost you sales, don't expect them to let go of any portion of the sales they made from you as a customer. I found its easier to do it myself and wish I had to start with and not made the mistake of trying to use a service like this. Besides, I found one of the auto feeds from the supplier was only $30/month and the other was free since it was only an Excel file manually uploaded…..so I basically just gave them $100 every month for what cost them $30.00 to do. At least now that I am doing it myself I know the information and inventory amounts are correct and it only take 5 mins of my time daily. I have found many, many people have left reviews with the same exact issues. I wish I had read them. Live and learn. Though I went through the Shopify Support for emails between myself and Syncee. It didn't stop Syncee from continuing to send me emails outside of the support, asking me to reinstall the app and give them a 5 star rating. I don't understand how they can be more concerned with their ratings and keeping the money than customer satisfaction which we all knows can go a long ways.",Syncee,Shopify
5,,"really helpful customer service, no problem in answering my questions, im 10 minutes in to syncee and the help has been along side me since the start. great people!",Syncee,Shopify
5,,Great job helping me with data feeds . Great customer service in just being patient and helping me to understand how data feeds work. No problem getting in touch with a rep.,Syncee,Shopify
5,,"Great choice of international suppliers, easy to use, helpful and knowledgeable team when contacting them.",Syncee,Shopify
5,,We run a lot of shops and every order export is professionally managed by Syncee. We are very happy with the individual solutions they provide for our purposes.,Syncee,Shopify
5,,"Once I figured out what I was doing, it made importing products from a specific supplier into my store really easy. Plus the customer services is excellent and everyone is really friendly and ready to help.",Syncee,Shopify
5,,"The app is made really well, easy to use, very dynamic and the staff are very friendly and helpful. Happy Customer!",Syncee,Shopify
5,,This one of the easier apps to use. I really appreciate how easy it is to find and sync products to your store. The customer service team has been nothing short of awesome!,Syncee,Shopify
5,,"I am very happy with this service. they are quick and fast and very professional, sometimes I notice some small problems but it is immediately solved. When I write in the chat they are quick in the answers, I am happy with this service and I hope they will improve more and more",Syncee,Shopify
5,,"This app helps us a lot to manage the data streams between Shopify and our ERP properly. Moreover, the support is always available and very helpful. Thanks a lot Syncee.",Syncee,Shopify
5,,Great source of dropship products and user interface - but the 5 stars really comes from the responsive and very helpful customer support,Syncee,Shopify
5,,"Absolutely the best app in market when it comes to importing products from a vendor delivered feed. We used to import a very large .XML File with thousands of products and the team was helping out so good, that I'd love to add just a additional star to the 5 stars rating. :) THANKS A LOT!!",Syncee,Shopify
5,,"We have been using this application for a long time.The application is really high quality and convenient. In addition, the support service always promptly and efficiently solves the tasks and questions sent to them. Thanks you",Syncee,Shopify
5,,"Best App to use for products and inventory especially if you are using API feed, easy to use, and best customer services",Syncee,Shopify
5,,"Very helpful, help system through the chat was definitely appreciated. Thanks for taking the time to answer my questions.",Syncee,Shopify
5,,I used this app to dropship all my items. It makes life so much easier! Especially the auto-order feature. The staff are always helpful to the point of even doing it for you. Thank you for making my first business journey a breeeeeze!,Syncee,Shopify
5,,"I initially used the app to access a specific supplier and their products, but have found so many more great items. The Help Centre is easy to follow and Live-Chat great for getting in touch with a real person which is crucial when learning a new app and why I've given a 5-Star rating - thanks Melinda, Richard and Syncee Team (Yes, I've used Live-Chat a few times now)",Syncee,Shopify
5,,Perfect app with very professional support. Which can answer every question you might have and help you with the sync. Barvo,Syncee,Shopify
5,,"Syncee turned out to be the perfect solution for our Shopify - ERP sync, so I can only recommend them! Their support is top notch, they are answering our needs very quickly and quite efficiently. The dropshipping feature also looks promising, so don't hesitate to add their app to your shopify store!",Syncee,Shopify
5,,Very flexible service for retailers to update product database or to create feeds for services. Simple UI with fast speed with around 1000 products.,Syncee,Shopify
5,,"As a e-store owner, I had 3 issues. - Find suppliers with great products to sell and refresh these timely- Upload relevant and on trend products into my store- Keeping these products stock updated within my various cataloguesSyncee has pretty much been able to support me achieving these three goals. Per example, Prior to using Syncee it was a nightmare to get one of my suppliers catalogue up to date as they didn't have a modern system in place allowing us to sync said stock. The icing in the cake with Syncee is probably their customer service. There is always someone happily ready to support with different challenges and their learning tool is also a great addition.",Syncee,Shopify
5,,Grabbing products on the marketplace and connecting with the Shopify store is easy. Great help by the customer support as well!,Syncee,Shopify
1,,"Don't waste your time or money. I had the app for months and contacted alot of the suppliers on here to use their products and had no response, so I deleted the app and they still charged me for another month and will not give me a refund.",Syncee,Shopify
5,,"I used this app to start a webshop, and even though it can be a little hard to work with, they are helpful and keep developing tools that makes it easy to sell your products",Syncee,Shopify
5,,They reply super fast and the customerservice is the best i saw ever yet. The overlay is simple and easy to understand.,Syncee,Shopify
5,,"Well... Absolutely amazing customers service I give five biiiig stars to Imre, for real. Amazing services, great and smooth system. Really well done. I am really impressed.",Syncee,Shopify
5,,Great application and service would definitely recommend to a friend or business to use. I will probably use in another one of my stores actually.,Syncee,Shopify
4,,I absolutely love the customer service. Always prompt to help and problems are solved within a minutes.,Syncee,Shopify
5,,Great customer's help. Fast reply and not annoyed by questions of a beginner. I will certainly continue using Syncee. Recommend it.Riemer KramerNetherlands www.man-oh-man.nl,Syncee,Shopify
5,,The Syncee is the best service i have ever seen. Its people is very good. I am very satisfied with Syncee.,Syncee,Shopify
5,,"Quite big prices, but support is the Best in the world and the app even if expensive is worth the price❤️",Syncee,Shopify
5,,"nice products, excellent customer service! haven't started selling their products yet but I think things will go smoothly.",Syncee,Shopify
5,,"I am using syncee for a couple of months now, and I really enjoy it, the suppliers are really good and the quality of the items are amazing.",Syncee,Shopify
1,,"Leaky app that takes advantage of problem solving to ask you to put 5 stars. Many many problems (pricing, interfaces not user friendly). They have some ghost suppliers which don't response and they are not able to solve issues with them. I wonder if it is not for their image. A scandal for the price of the subscription",Syncee,Shopify
5,,Good app with a great system for fulfilling orders. Very easy and the customer service is perfect!!!!,Syncee,Shopify
5,,The customer service is really fast and helpful. A lot of products that is easy to import to your store.,Syncee,Shopify
5,,"Great customer service, respond fust to any questions, which makes feel safe and trustworthy, that is one of the reason why I choice Syncee over others, also easy to manage app, very logical, good choice of products, anyway just starting, hope will work in a feature :)",Syncee,Shopify
4,,"Looks great to start my first eCommerce business, helpful and kind staff and it is on my original language.",Syncee,Shopify
5,,"Great customer service, they managed to setup the whole app complying with my needs and wants. I highly recommend the app in comparison to others",Syncee,Shopify
5,,I love Syncee - I wish I had discovered it before Modalyst and Spocket. A wonderful alternative with great products - especially if you are targeting the European market you will find awesome suppliers. But most important: their service is really OUTSTANDING.,Syncee,Shopify
5,,"After dealing with cheap and nasty dropshipping products with long shipping times, it is a nice change to deal with a helpful team dedicated to making sure your store succeeds. The quality is of products offered through the app is great and shipping times reduced. The staff are always there to help",Syncee,Shopify
5,,SAV vraiment au top ! répond a toute mes exigence !Je remercie Imre ! Très satisfait ! foncez ! ne réfléchissez pas!,Syncee,Shopify
5,,"Best Service I have ever Experienced with any Shopify App Ever! Richard is an awesome resource and staff support. He is smart, replies fast and has a great sense of understanding of any problem, Love the app, love the support. 5 Star all they way around. The support I received was top notch and the best I have ever gotten. Great app and a very good experience overall",Syncee,Shopify
5,,A very fantastic app that allows you to transfer whole suppliers catalogue at the click of a button. The customer service team are absolutely fantastic and they very fast at responding to queries.,Syncee,Shopify
5,,"Richard and Melinda both have been very good at their support. Got everything clarified by them whenever I required it. The app is great. Easy to use interface and the sync works great with the supplier. If you want to dropship from an EU/US supplier, this is the app to go. Thank you.",Syncee,Shopify
5,,"Awesome support and solutions! They uploaded and updated all the products from our old store and in this case, we can start our new Shopify store immediately. They know all the solution which is need for us.",Syncee,Shopify
1,,AVOID AVOID AVOIDIm not impressed like the other poor reviews it worked well but then the feed stopped. Did we get an apology no we nearly fell out with our supplier as out of stock items were being blamed on them when in fact the feed had broken. the customer service clearly dont care. We then asked if they could upload data via there feed they said yes but it would cost extra yet it does say free setup and support. So it is not only enough that they get there subscription but pure greed the want more. We are now actively looking for an alternative. Customer service dont care Money money money So to update this is the response from Syncee the owner got in touch i explained the issue and have heard nothing. No apology no explanation nada. Since then they are now saying for me to have my orders updated 4 times a day they want 129 euro a month to add insult to injury they are blaming shopify for the feed not working. They say if you use a compare at price then there feed can not work. I also asked why is the owner who initially emailed me now not following up the answer is too busy. Do not waste your time most supplies have a feed and you can have chaperons options than these,Syncee,Shopify
5,,"Great Customer Service! Wrote to them via livechat late in the evening, and Imre was quick to respond and help with my issues. Highly recommend them for importing products from other CMS systems.",Syncee,Shopify
5,,This app is amazing and has a variety of suppliers and products that you can add into your store! The customer service is amazing and they always get back to you on time and with the correct information!,Syncee,Shopify
5,,Service and extraordinary patience from Richard. And Syncee is worth every minute it saves you. Thank's,Syncee,Shopify
5,,"Really helpful staff , any help they will be there to assist you . Still new to the app but i kind of enjoying it already .",Syncee,Shopify
5,,"Great Support and great app. This app has a lot options ,and choices. But most importantly. The support is amazing. They make you feel like you are in good hands. Warm hands. This for me is the main thing. But the truth is that they also have very good sources of products....",Syncee,Shopify
5,,Very good custumer support...helps with every question...replies in minutesGreat app all in all....,Syncee,Shopify
5,,Great support and great app! Higly Reccomended! I had a problem importing my catalog and with the help of the support we managed to solve it out.The app its easy to use and has a lot of helpfull tutorials,Syncee,Shopify
5,,Staff are super to quick to resolve any tech issues caused by my lack of user knowledge. I've used both email and chat window and both have been quick and resulted in an immediate fix for me,Syncee,Shopify
5,,"Great app, best support! I've been using this app for more than 2 years and I am totally satisfied with it.",Syncee,Shopify
5,,"this app as alot of options, choices, and big brands at wholesale prices, ships globally and also stocks internationally. a+++",Syncee,Shopify
5,,I do not like leaving reviews to quick but this app is worth money hard to understand to start but the more I use it the better it is and the support has been there.,Syncee,Shopify
5,,"Being a beginner to this type of app I initially needed some guidance and Richard was amazing with his very swift and easy to understand customer support. He was able to make certain changes to our complicated feeds and now after a few days of learning from his created filters and rules, I am able to confidently make the import and export of our remaining feeds to be true to how we need. Once you grasp the basics Syncee is fantastic and straightforward and I am excited to do the initial set up and sit back and enjoy the results. Highly recommended",Syncee,Shopify
5,,"Amazing support chat: fast and accurate! they help us to import product and they answer to all of our question. Nice app! 5 star (Hope they'll integrate auto-order service for more vendors in future, it's so helpful!)",Syncee,Shopify
5,,I get hel in every steps. I appreciate the effort of the support team. They set it up everything. The app works great I am able to link my supplier's url to my shop and now the app adds new products and keeps update them every time I want. I highly recommend this app.,Syncee,Shopify
5,,"They were super helpful, and fortunatly, I could communicate them on my native language, wich helped me a lot! I would definitly recomment the staff.",Syncee,Shopify
1,,"I deleted this app in the middle of the month, and I had 16 days left for the start of my subscription for the next month, but I was surprised by the $ 118 discount from next month, despite my canceling the subscriptionThey steal people illegally",Syncee,Shopify
5,,"Really helpful staff, thanks to Imre who helped me alot as I am new to dropshipping. Spent a good while with me to get everything right.",Syncee,Shopify
1,,"This app used to work well, now the team does not care and they make huge mistakes, like changing you fullfillment centers when no one asked them because they don't know how to use their own software. They also DO NOT CARE about their customers and they don't take responsability for their mistakes. Their app has not worked really well for months now - we finally decided to stop using it and continue with MANUAL updates as it is less time than using these guys - DO NOT RECOMMEND unless you want Nightmares. They also refused to refund when their own members of staff made mistakes.",Syncee,Shopify
5,,"The customer service of Syncee is AMAZING! They always response fast like WOW. Also for every problem, there is a solution.",Syncee,Shopify
5,,Great app! We wanted to connect a feed to our shop and this app is perfect for it. The customer service is great too! Well done,Syncee,Shopify
5,,"acabo de llegar a esta aplicacion y es de reseñar varias cosas, la cantidad de protuctos tan grande que posee, los precios y lo facil de usar que es la aplicacion, yo recomiendo esta app",Syncee,Shopify
5,,They helped me migrate my products from my unique system (from csv) to Shopify. This process is very fast and helpful to us!The support is really helpful and always tries their best to solve my problems.I can recommend it to everyone who wants to manage their products automatically.,Syncee,Shopify
1,,"UPDATE: response to you... Actually NO my CSV file IS CORRECT If you look at my site now its PERFECT just the way it was supposed to be. YOU were not doing it correct.. IN FACT there are MANY items we didn't even have showing in my store.. Second... its 2:43am go figure you are responding to me now... almost 3am Pacific Standard time.. so yes that's true yet again... you strung me along to keep taking money from me KNOWING you couldn't do the job that I and my new team did in 20 minutes. It wasn't hard. It was so easy it made me very pissed that you couldn't get it right. I looked back at when we started together and its actually be since Jan 2020 so its been almost a year that I have been dealing with this from your company. YOU FAILED ME. You could just own up to it and admit you and your team couldn't do it correctly. I want my money back. You know you couldn't do the job correctly. I have photos proving that I emailed you guys multiple times telling you that your dropship vendors are not responding and NOTHING was done about it. I have been VERY patient but now im done. Im done being nice.. you can be a good business person by admitting that you have struggled with this for almost a year and admit your wrong doing. Instead you made me believe that my file was bad and kept having me check in with you weekly to get this fixed non stop. It was a botched job and you know it. FOR THAT and for the money I shlepped out to your company you owe me a damn apology if not my money back. Hell id consider removing this review. I have 300+ emails with my constant issues, PAGES and PAGES of chat threads of my issues. How can you even come here and pretend to the world otherwise. Unreal ........ People watch out...  I hate to leave this review but I had one of the worst experiences I have EVER had in my life with ANY company with this company. FIRST- If you live in the US this company will really be hard to deal with because they are not in the US so their times that they can help you are VERY late at night . I have been up till 3am countless nights waiting for them to help me through the issues and because of the time difference it was VERY inconvenient. SECOND- while they did try their best to help me on what I thought was a hard task because this has been literally MONTHS of dealing with issues it turns out it wasn't difficult at all in fact once I figured it out how to do it yesterday it took me no kidding 20 minutes what took them FREAKING MONTHS and they STILL didn't get it right. I ended up cancelling my subscription and now im doing it myself. INSANE ... I am so beyond pissed that I wasted 9 months with this company messing up my product feeds etc.. THIRD - we have shoes in the store that have the word "" hidden heel"" in the title because that is the style of shoes. This app would HIDE my freaking shoes that had any word ""hidden"" in the title. They tried to blame my vendor turns out NOPE it wasn't the csv file or my vendor is was them. I have a new company now and they laughed at the ridiculous amount of crap this company has put me through and let me warn you now... THIS IS NOT the company you want messing with your store. My feeds are so screwed up I had to deleted over 8000 shoes in my store and now im fixing everything with my new company. The reps were nice and I know they meant well but the lack of knowledge of simple CSV file uploading is not there. FOURTH- I tried several of their dropshippers ALSO a ton of problems with them too. They either charge WAY more for shipping than what is listed in the account OR they dont answer when we have orders. I wrote Syneee about these issues and they said "" we will contact them for you"" Know one ever got back to me so I refunded 10 orders because of these issues. I don't think they screen their vendors. So with that being said... good luck Syncee.. You stole me of my sanity for 9 months, ""Stole"" my money and ruined my store.",Syncee,Shopify
4,,The app is a little hard to naviagate but their customer service department is awsome! They really take the extra steps to help you and try to make sure you have all the expertise you need.,Syncee,Shopify
5,,Amazing app!. I have tried many other feed sync apps but I believe Syncee is really great. Customer service is very reliable and supportive which is the most important factor to me. I believe every dropshipper should use or atleast try Syncee.,Syncee,Shopify
5,,"Really useful App with great functionality and reasonable rates. 1 or 2 little UI issues, but nothing that's breaks the experience. And if there is an issue, the customer support team is super responsive and helpful.",Syncee,Shopify
5,,"Sometimes the app is slow uploading when searching for products. I know, there are alot of products on it, so of course it takes some time. but it is sometimes anoying. But the reason I give it 5 stars is that the customer care is astonishing good. Always kind and helpful and that is important for someone like me, that is all new to this. I feel in good hands here and the reply here is fast.",Syncee,Shopify
5,,"I had no idea where to start when it came to dropshipping, but Melinda was amazing! She took her time to help me and get my store set up. Great customer service and user friendly. 10/10 would recommend.",Syncee,Shopify
5,,"Great application and immediate, fast and decisive availability.they solved the problem with just a few clicks",Syncee,Shopify
5,,"great app, very good customer support! Im creating my first shop and Im glad i found it, adding products is not an easy task for a newbie",Syncee,Shopify
5,,I used this app and it has good supplier and support is imaging. whenever I need any question they are very helpful.,Syncee,Shopify
5,,I tried other Apps to import CSV and keep in daily sync from suppliers and this one just stood out as easy to map with a drag and drop interface. - no hassle. The help team has been able to fix my self made errors within minutes and above and beyond helpful. The market integration makes adding new stock from new suppliers a breeze,Syncee,Shopify
5,,Amazing team. Very helpful and professional. They always there when you need them. Highly recommended!,Syncee,Shopify
5,,I have used this app in our new country clothing store and it is fantastic! No more manually updating stock levels for 300+ products! I had a couple of questions and the support team answered them straight away and helped me solve my problem :),Syncee,Shopify
5,,Amazing team. Very helpful and professional. They always there when you need them. Highly recommended!!,Syncee,Shopify
5,,"The support department responded to all the questions with great quality and promptness, and before ordering the subscription, I clarified my expectations. Thanks for your patience and quick response",Syncee,Shopify
5,,I have used this app to add products from my wholesaler for drop shipping to my website - currently speaking to Friderika on chat and she is completing the tasks for me - very helpful and would highly recommend - thank you,Syncee,Shopify
5,,"I will not get tired of recommending this application. It has countless products to add to your store. The best of all is the team behind it, always ready to help you. They are an incredible team. Fantastic!",Syncee,Shopify
5,,"Richard was very helpful and swift in resolving my query and understood my problem , very quick considering it was Friday evening",Syncee,Shopify
5,,I am a new business owner and i deal in clothing. It's easy to import to your store and they have nice clothing and I really like the global shipping method.,Syncee,Shopify
4,,"The site is a bit complicated. But, I like that the representative were so helpful. Very responsive and answer my questions directly. Good job!",Syncee,Shopify
1,,"Worst app Ive ever used. Products disappear of the site, customer service is awful. Do not install this app, biggest waste of hours and money.",Syncee,Shopify
5,,"Staff really helpful and very fast! Reply in 3 minutes or less ! Good job ! First time is a bit difficult but when you well understand how it works, Syncee will gain times.",Syncee,Shopify
5,,"I am realy impressed by the syncee support center. Realy friendly employees and quick help. I think the app as a whole is clear and easy to use. The price-performance ratio is good, I am very satisfied in principle. What could be done better is the filter system when searching for products. Here you can only filter by manufacturer.",Syncee,Shopify
5,,"best support ever, you got my trust. always fixed up my tasks thank you i look forwar to upgrade my account. great work",Syncee,Shopify
5,,"I had the most pleasant experience with one of the consultants (Imre) in setting up the app. The app is very user friendly, and saves so much time and effort of having to manually upload products. Great app and great service!",Syncee,Shopify
5,,"I just started using this app and so far it has been great, it's super easy to find products and suppliers and their customer service is great!! I needed help with my catalog and I received a response almost immediately. Thank you guys for such a great app and service! And for letting me test it for free ;)",Syncee,Shopify
4,,"I'm new to Shopify and very new to Syncee. Whilst I've had a few teething problems, and although I've not found the app particularly easy to use, I'm getting there. The help team are amazing and have always dealt with my queries efficiently and quickly.",Syncee,Shopify
5,,Really great app for drop shipping beginners and professionals. Excellent customer service and a wide variety of suppliers.,Syncee,Shopify
5,,"Amazing customer service, just starting to use these guys... so far very impressed! We will see more as we use them",Syncee,Shopify
5,,"Excellent service, a special thanks to Imre for setting up my integration in no time. Absolutely amazing!",Syncee,Shopify
5,,Good assistance. Good assistance.Good assistance.Good assistance.Good assistance.Good assistance.Good assistance.,Syncee,Shopify
1,,"The company is criminal, why do I say that? quite simply, if you have created a catalog and bought a plan and download products, you cannot stop it even if you set the catalog to inactive. the download continues and you can't click the delete button, then i uninstalled the app and reinstalled it again, and look, my purchased plan in the amount of 79 dollars is gone.This is clearly fraud and we will now notify shopify and the police Translated with www.DeepL.com/Translator (free version)",Syncee,Shopify
5,,With this app I was able to select and download hundreds of products directly into my shopify shop. Great assistance also when I asked for some help!,Syncee,Shopify
5,,"Hi I did my second XML feed today from a new supplier but got stuck, so I reached out to Syncee support and yet again their service was amazingThe assisted me from start to finish and now everything is running perfectlyI would recommend this APP to everyone that needs to upload a product feed from their supplierRegards Martin from Freshtech",Syncee,Shopify
5,,They have an expert team for custom feed/API imports. Highly recommended. Very professional and experienced team.,Syncee,Shopify
5,,Finally an application that gives the chance to countries other than China.!!!!! The app is more than appreciated for me. I have a problem I am writing to you and almost an hour later I have my answer.,Syncee,Shopify
5,,"Had a problem to solve and got immediate help!Awesome support, and fast!Thanks a lot for the flexible solution!",Syncee,Shopify
5,,Very nice support!Easy for begnrs!,Syncee,Shopify
5,,Perfect app with perfect support - Very helpfull support which can answer every question you might have and help you with the sync. 5 stars from us.,Syncee,Shopify
